0	-568.9521869834565	-295.1276657675993
1	-568.9521869834565	-295.1276657675993
2	-568.9521869834565	-295.1276657675993
3	-568.9521869834565	-295.1276657675993
4	-568.9521869834565	-295.1276657675993
5	-568.9521869834565	-295.1276657675993
6	-568.9521869834565	-295.1276657675993
7	-568.9521869834565	-295.1276657675993
8	-568.9521869834565	-295.1276657675993
9	-568.9521869834565	-295.1276657675993
10	-568.9521869834565	-295.1276657675993
11	-568.9521869834565	-295.1276657675993
12	-568.9521869834565	-295.1276657675993
13	-568.9521869834565	-295.1276657675993
14	-568.9521869834565	-295.1276657675993
15	-568.9521869834565	-295.1276657675993
16	-568.9521869834565	-295.1276657675993
17	-568.9521869834565	-295.1276657675993
18	-568.9521869834565	-295.1276657675993
19	-568.9521869834565	-295.1276657675993
20	-568.9521869834565	-295.1276657675993
21	-568.9521869834565	-295.1276657675993
22	-568.9521869834565	-295.1276657675993
23	-568.9521869834565	-295.1276657675993
24	-568.9521869834565	-295.1276657675993
25	-568.9521869834565	-295.1276657675993
26	-568.9521869834565	-295.1276657675993
27	-568.9521869834565	-295.1276657675993
28	-568.9521869834565	-295.1276657675993
29	-568.9521869834565	-295.1276657675993
30	-568.9521869834565	-295.1276657675993
31	-568.9521869834565	-295.1276657675993
32	-568.9521869834565	-295.1276657675993
33	-568.9521869834565	-295.1276657675993
34	-568.9521869834565	-295.1276657675993
35	-568.9521869834565	-295.1276657675993
36	-568.9521869834565	-295.1276657675993
37	-568.9521869834565	-295.1276657675993
38	-568.9521869834565	-295.1276657675993
39	-568.9521869834565	-295.1276657675993
40	-568.9521869834565	-295.1276657675993
41	-568.9521869834565	-295.1276657675993
42	-568.9521869834565	-295.1276657675993
43	-568.9521869834565	-295.1276657675993
44	-568.9521869834565	-295.1276657675993
45	-568.9521869834565	-295.1276657675993
46	-568.9521869834565	-295.1276657675993
47	-568.9521869834565	-295.1276657675993
48	-568.9521869834565	-295.1276657675993
49	-568.9521869834565	-295.1276657675993
50	-568.9521869834565	-295.1276657675993
51	-568.9521869834565	-295.1276657675993
52	-568.9521869834565	-295.1276657675993
53	-568.9521869834565	-295.1276657675993
54	-568.9521869834565	-295.1276657675993
55	-568.9521869834565	-295.1276657675993
56	-568.9521869834565	-295.1276657675993
57	-568.9521869834565	-295.1276657675993
58	-568.9521869834565	-295.1276657675993
59	-568.9521869834565	-295.1276657675993
60	-568.9521869834565	-295.1276657675993
61	-568.9521869834565	-295.1276657675993
62	-568.9521869834565	-295.1276657675993
63	-568.9521869834565	-295.1276657675993
64	-568.9521869834565	-295.1276657675993
65	-568.9521869834565	-295.1276657675993
66	-568.9521869834565	-295.1276657675993
67	-568.9521869834565	-295.1276657675993
68	-568.9521869834565	-295.1276657675993
69	-568.9521869834565	-295.1276657675993
70	-568.9521869834565	-295.1276657675993
