Date_Time,Lamp_State,Fan_State,Bathroom_Humidity,Bathroom_Temperature,Bedroom1_Humidity,Bedroom1_Temperature,Kitchen_Humidity,Kitchen_Temperature,Diningroom_Humidity,Diningroom_Temperature,Livingroom1_Humidity,Livingroom1_Temperature,Livingroom2_Humidity,Livingroom2_Temperature,Bedroom2_Humidity,Bedroom2_Temperature,Bedroom2-Bathroom_Door,Bedroom1-Livingroom_Door,Livingroom-Kitchen_Door,Livingroom-Bathroom_Door,Bedroom1-Bathroom_Door,N/A(Nothing),Bedroom1-Back_Door,Livingroom-Front_Door,Bedroom1-2ft_Window,Livingroom-2ft_Window,Bedroom2-2ft_Window,Kitchen-2ft_Window,Bedroom2-3ft_Window,Livingroom-3ft_Window,Kitchen-3ft_Window,Bedroom1-3ft_Window
2019-07-12-11:28:47.483987,1,1,61,77,55,78.8,61,73.4,64,71.6,48,78.8,59,73.4,54,77,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
2019-07-12-11:30:21.681819,1,1,57,82.4,55,78.8,57,75.2,61,71.6,48,78.8,59,73.4,54,77,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
2019-07-12-11:31:30.552760,1,1,51,87.8,51,80.6,57,75.2,64,71.6,45,80.6,58,73.4,53,77,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
2019-07-12-11:32:46.996992,1,1,51,87.8,51,80.6,59,75.2,61,71.6,149,57.2,157,51.8,54,78.8,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
2019-07-12-11:33:55.845750,1,1,49,89.6,50,80.6,58,75.2,64,73.4,41,84.2,57,75.2,53,78.8,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1
2019-07-12-11:35:09.769625,1,1,48,89.6,153,57.2,57,75.2,61,73.4,40,86,156,53.6,53,78.8,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1
2019-07-12-11:36:18.646626,1,1,47,91.4,51,82.4,55,77,59,73.4,39,86,57,75.2,53,80.6,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1
2019-07-12-11:37:30.017768,1,1,47,91.4,50,82.4,55,77,59,73.4,37,86,57,75.2,52,80.6,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1
2019-07-12-11:38:36.326881,1,1,45,93.2,49,82.4,55,77,63,73.4,36,87.8,57,75.2,51,80.6,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1
2019-07-12-11:39:52.788819,1,1,45,93.2,48,82.4,53,77,63,73.4,37,87.8,57,75.2,50,80.6,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1
2019-07-12-11:41:01.646223,1,1,42,95,48,82.4,57,77,64,73.4,36,87.8,57,75.2,49,80.6,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1
2019-07-12-11:42:18.111521,1,1,43,96.8,49,84.2,58,78.8,61,73.4,35,87.8,56,77,50,82.4,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1
2019-07-12-11:43:49.774968,1,1,42,96.8,48,84.2,57,78.8,61,73.4,36,87.8,56,77,50,82.4,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
2019-07-12-11:44:56.105120,1,1,41,98.6,48,84.2,57,78.8,64,73.4,36,87.8,56,77,48,80.6,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
2019-07-12-11:46:12.542516,1,1,40,98.6,48,84.2,54,78.8,64,73.4,36,89.6,56,77,48,82.4,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
2019-07-12-11:47:26.473939,1,1,40,98.6,48,84.2,56,78.8,61,75.2,35,89.6,56,77,48,82.4,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
2019-07-12-11:48:30.259402,1,1,39,98.6,48,84.2,154,55.4,64,73.4,35,89.6,56,77,48,82.4,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
2019-07-12-11:49:39.121407,1,1,39,98.6,48,84.2,55,78.8,61,75.2,35,89.6,56,77,48,82.4,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
2019-07-12-11:50:55.607832,1,1,39,100.4,47,82.4,55,78.8,65,75.2,33,89.6,56,77,48,82.4,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
2019-07-12-11:52:17.132820,1,1,38,100.4,48,84.2,54,78.8,64,75.2,33,89.6,56,77,48,82.4,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
2019-07-12-11:53:33.602588,1,1,38,100.4,47,82.4,155,55.4,64,75.2,34,91.4,156,53.6,48,82.4,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-11:54:39.915228,1,1,36,98.6,47,82.4,55,78.8,61,75.2,33,91.4,56,77,48,82.4,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-11:55:48.785735,1,1,38,96.8,47,82.4,55,80.6,64,75.2,145,60.8,55,77,48,82.4,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-11:56:55.108995,1,1,39,96.8,48,84.2,55,80.6,63,75.2,34,91.4,55,77,47,82.4,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-11:58:06.505829,1,1,39,95,47,84.2,54,80.6,63,75.2,33,91.4,55,77,47,82.4,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-11:59:12.841081,1,1,39,95,48,84.2,54,80.6,59,75.2,32,93.2,55,77,47,82.4,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-12:00:21.690799,1,1,41,96.8,48,84.2,50,80.6,55,75.2,33,93.2,56,77,47,82.4,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-12:01:38.135253,1,1,40,98.6,48,84.2,50,78.8,55,75.2,144,62.6,56,77,47,82.4,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-12:02:59.644591,1,0,40,100.4,48,84.2,50,78.8,55,75.2,33,91.4,56,77,47,82.4,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0
2019-07-12-12:04:03.414128,1,0,39,100.4,48,84.2,53,80.6,59,75.2,33,93.2,56,77,47,82.4,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0
2019-07-12-12:05:14.806237,1,0,40,102.2,48,84.2,52,80.6,61,75.2,33,93.2,56,77,47,82.4,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0
2019-07-12-12:06:26.209310,1,0,39,102.2,46,84.2,52,80.6,61,75.2,33,93.2,57,78.8,49,84.2,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0
2019-07-12-12:07:50.258804,1,0,39,102.2,46,84.2,53,80.6,61,75.2,33,93.2,57,78.8,48,84.2,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0
2019-07-12-12:09:01.634737,1,0,37,102.2,46,84.2,52,80.6,60,75.2,32,93.2,156,55.4,48,84.2,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0
2019-07-12-12:10:20.601882,1,0,37,102.2,45,86,52,80.6,60,75.2,32,93.2,156,55.4,153,57.2,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0
2019-07-12-12:11:29.458440,1,0,37,102.2,45,86,50,80.6,60,75.2,32,93.2,56,78.8,49,84.2,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0
2019-07-12-12:12:38.311747,1,0,36,102.2,44,86,50,80.6,59,75.2,31,93.2,55,78.8,51,84.2,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0
2019-07-12-12:14:07.425774,1,0,37,102.2,44,86,50,80.6,59,75.2,31,93.2,56,78.8,46,84.2,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0
2019-07-12-12:15:13.766072,1,0,37,102.2,46,86,51,80.6,59,75.2,31,93.2,56,78.8,46,84.2,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0
2019-07-12-12:16:22.605283,1,0,37,100.4,46,86,50,80.6,59,75.2,30,93.2,54,78.8,45,82.4,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0
2019-07-12-12:17:46.689147,1,0,37,98.6,45,86,50,80.6,59,75.2,30,93.2,55,78.8,45,82.4,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0
2019-07-12-12:19:08.152257,1,0,38,98.6,45,86,50,80.6,59,75.2,31,93.2,56,78.8,47,82.4,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
2019-07-12-12:20:34.732374,1,0,39,96.8,45,86,49,80.6,59,75.2,31,93.2,56,78.8,46,82.4,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
2019-07-12-12:21:58.778194,1,0,39,96.8,45,86,50,80.6,60,75.2,31,93.2,56,78.8,47,82.4,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
2019-07-12-12:23:12.702432,1,0,39,96.8,46,86,50,80.6,60,75.2,31,93.2,56,78.8,48,84.2,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
2019-07-12-12:24:29.164749,1,0,39,98.6,44,86,153,55.4,60,75.2,31,93.2,56,78.8,46,82.4,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1
2019-07-12-12:25:53.189209,1,0,39,98.6,44,86,51,80.6,60,75.2,30,93.2,55,78.8,48,84.2,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1
2019-07-12-12:27:04.558676,1,0,39,98.6,44,86,50,80.6,60,75.2,30,93.2,56,78.8,48,84.2,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1
2019-07-12-12:28:15.966425,1,0,39,98.6,44,86,50,80.6,59,75.2,30,93.2,52,78.8,47,82.4,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1
2019-07-12-12:29:32.409181,1,0,39,100.4,43,86,50,80.6,58,75.2,29,93.2,52,78.8,48,84.2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1
2019-07-12-12:30:53.884985,1,0,39,100.4,43,86,50,80.6,59,75.2,29,93.2,52,78.8,47,84.2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1
2019-07-12-12:31:57.662376,1,0,38,100.4,43,86,51,80.6,58,75.2,30,93.2,53,78.8,47,84.2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1
2019-07-12-12:33:29.334203,1,0,38,100.4,43,86,50,80.6,58,75.2,30,93.2,55,78.8,46,84.2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1
2019-07-12-12:34:35.660373,1,0,39,100.4,44,86,49,80.6,59,75.2,31,93.2,55,78.8,44,82.4,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
2019-07-12-12:35:44.496170,1,0,37,102.2,44,86,49,80.6,58,75.2,30,93.2,56,78.8,45,82.4,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
2019-07-12-12:37:11.044475,1,0,37,102.2,43,86,49,80.6,58,75.2,30,93.2,55,78.8,45,82.4,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
2019-07-12-12:38:22.418547,1,0,37,104,43,86,49,80.6,60,75.2,31,93.2,55,78.8,45,82.4,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
2019-07-12-12:39:43.908459,1,0,37,104,44,86,52,82.4,60,77,30,93.2,55,78.8,50,84.2,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0
2019-07-12-12:41:02.869731,0,1,36,104,43,86,48,82.4,61,77,30,93.2,55,78.8,152,57.2,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0
2019-07-12-12:42:34.529370,0,1,35,104,46,86,48,82.4,61,77,31,93.2,54,78.8,152,57.2,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0
2019-07-12-12:43:43.388017,0,1,40,96.8,46,86,49,80.6,60,77,34,89.6,55,77,48,84.2,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2019-07-12-12:44:52.248141,0,1,40,96.8,48,84.2,50,78.8,59,75.2,35,87.8,55,77,46,82.4,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2019-07-12-12:45:56.054028,0,1,42,93.2,49,84.2,51,78.8,59,75.2,37,84.2,55,77,46,82.4,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2019-07-12-12:46:59.871973,0,1,44,91.4,48,82.4,50,77,59,75.2,40,82.4,55,77,46,82.4,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2019-07-12-12:48:06.225024,0,1,47,87.8,49,82.4,51,77,59,75.2,40,82.4,155,53.6,46,80.6,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2019-07-12-12:49:12.557772,0,1,47,87.8,50,82.4,154,53.6,59,75.2,41,82.4,55,75.2,47,80.6,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:50:18.909869,0,1,48,86,50,80.6,55,77,59,75.2,149,55.4,55,75.2,48,80.6,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:51:27.773039,0,1,49,84.2,51,80.6,56,77,60,75.2,44,80.6,55,75.2,48,80.6,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:52:34.114535,0,1,51,84.2,52,78.8,57,77,61,75.2,43,80.6,55,75.2,49,80.6,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:53:40.460763,0,1,51,82.4,52,78.8,57,77,61,75.2,44,80.6,55,75.2,49,80.6,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:54:44.286272,0,1,53,82.4,53,78.8,56,77,61,75.2,46,78.8,55,75.2,49,80.6,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:55:50.613007,0,1,154,57.2,54,78.8,54,75.2,61,75.2,48,78.8,56,75.2,49,78.8,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:56:59.476743,0,1,54,80.6,54,78.8,55,75.2,61,75.2,48,78.8,57,75.2,50,78.8,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:58:08.331607,0,1,54,80.6,54,78.8,55,75.2,60,73.4,48,78.8,57,75.2,50,78.8,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1
2019-07-12-12:59:17.203984,0,1,55,80.6,54,78.8,56,75.2,60,73.4,48,78.8,57,75.2,50,78.8,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
2019-07-12-13:00:21.013894,0,1,57,78.8,55,78.8,56,75.2,60,73.4,47,77,156,53.6,51,78.8,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
2019-07-12-13:01:27.357150,0,1,58,78.8,54,77,156,53.6,60,73.4,49,77,57,75.2,51,78.8,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
2019-07-12-13:02:43.781019,0,1,58,78.8,54,77,56,75.2,60,73.4,49,77,57,73.4,51,78.8,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
2019-07-12-13:04:00.215871,0,1,58,78.8,55,77,56,75.2,60,73.4,49,77,57,73.4,51,78.8,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2019-07-12-13:05:14.157167,0,1,58,77,55,77,56,75.2,60,73.4,49,77,57,73.4,52,78.8,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2019-07-12-13:06:28.047849,0,1,59,77,55,77,56,73.4,158,51.8,50,77,57,73.4,51,77,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2019-07-12-13:08:17.401820,0,1,59,77,55,77,57,73.4,60,73.4,50,75.2,57,73.4,52,78.8,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2019-07-12-13:09:36.379197,0,1,59,77,55,77,57,73.4,61,73.4,51,75.2,57,73.4,52,77,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2019-07-12-13:10:52.801505,0,1,59,77,56,77,58,73.4,61,73.4,51,75.2,58,73.4,51,77,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2019-07-12-13:12:01.674039,0,1,59,75.2,56,77,58,73.4,61,73.4,51,75.2,58,73.4,51,77,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2019-07-12-13:13:10.527426,0,1,59,75.2,57,75.2,58,73.4,61,73.4,52,75.2,58,73.4,51,77,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2019-07-12-13:14:42.177253,0,1,59,75.2,156,53.6,59,73.4,61,73.4,51,75.2,58,73.4,51,77,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2019-07-12-13:16:03.696501,0,1,59,75.2,57,75.2,59,73.4,58,73.4,52,75.2,58,73.4,51,77,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2019-07-12-13:17:15.108338,0,0,60,75.2,58,75.2,59,73.4,61,73.4,51,75.2,58,73.4,51,77,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2019-07-12-13:18:23.950446,0,0,60,75.2,57,75.2,59,73.4,61,73.4,52,75.2,58,73.4,52,77,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2019-07-12-13:19:32.806996,0,0,59,75.2,57,75.2,59,73.4,61,73.4,52,75.2,58,73.4,52,77,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1
2019-07-12-13:20:56.858845,0,0,59,75.2,56,75.2,59,73.4,62,73.4,53,75.2,58,73.4,52,77,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1
2019-07-12-13:22:31.046107,0,0,59,75.2,56,75.2,59,73.4,61,73.4,52,75.2,58,73.4,52,77,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1
2019-07-12-13:23:34.874592,0,0,59,75.2,56,75.2,59,73.4,62,73.4,53,75.2,59,73.4,53,77,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1
2019-07-12-13:24:48.772250,0,0,60,75.2,57,75.2,59,73.4,61,73.4,54,75.2,59,73.4,53,77,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0
2019-07-12-13:26:20.404407,0,0,60,75.2,57,75.2,59,73.4,61,73.4,54,75.2,59,73.4,53,77,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0
2019-07-12-13:27:26.715983,0,0,60,75.2,57,75.2,59,73.4,61,73.4,54,75.2,59,73.4,53,77,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0
2019-07-12-13:28:38.089323,0,0,60,75.2,57,75.2,59,73.4,61,73.4,54,75.2,59,73.4,53,77,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0
2019-07-12-13:29:44.389292,0,0,61,75.2,56,75.2,60,73.4,61,71.6,54,75.2,59,73.4,53,77,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
2019-07-12-13:31:00.837167,0,0,61,75.2,56,75.2,60,73.4,61,73.4,53,75.2,157,51.8,53,77,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
2019-07-12-13:32:09.667371,0,0,62,75.2,56,75.2,60,73.4,62,73.4,53,75.2,58,73.4,53,77,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
2019-07-12-13:33:21.046894,0,0,62,75.2,56,75.2,60,73.4,62,73.4,54,73.4,58,73.4,53,75.2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
2019-07-12-13:35:02.829668,0,0,62,75.2,56,75.2,158,51.8,62,71.6,54,75.2,58,73.4,53,75.2,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
2019-07-12-13:36:14.200075,0,0,62,75.2,56,75.2,60,73.4,61,73.4,54,73.4,59,73.4,53,75.2,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
2019-07-12-13:37:30.705020,0,0,62,75.2,56,75.2,60,73.4,62,71.6,54,73.4,59,73.4,53,75.2,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
2019-07-12-13:38:37.016159,0,0,63,75.2,56,75.2,60,73.4,62,73.4,54,73.4,59,73.4,53,77,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
2019-07-12-13:40:01.036089,0,0,63,73.4,56,75.2,60,73.4,62,71.6,54,73.4,59,73.4,53,75.2,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
2019-07-12-13:41:09.883003,0,0,63,73.4,56,75.2,60,73.4,62,73.4,54,73.4,58,73.4,54,75.2,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
2019-07-12-13:42:26.356662,0,0,64,73.4,56,75.2,60,73.4,62,71.6,54,73.4,59,73.4,54,75.2,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
2019-07-12-13:43:32.651550,0,0,63,73.4,57,75.2,158,51.8,62,73.4,54,73.4,58,73.4,54,75.2,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
2019-07-12-13:44:51.618150,0,0,64,73.4,57,75.2,60,73.4,62,71.6,54,73.4,59,71.6,54,75.2,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1
2019-07-12-13:46:00.475077,0,0,64,73.4,57,75.2,61,73.4,62,71.6,55,73.4,59,71.6,54,75.2,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1
2019-07-12-13:47:14.375973,0,0,64,73.4,57,75.2,60,73.4,62,71.6,55,73.4,59,71.6,54,75.2,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1
2019-07-12-13:48:38.398082,0,0,64,73.4,57,75.2,60,73.4,62,73.4,55,73.4,59,73.4,155,53.6,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1
2019-07-12-13:49:57.400458,0,0,64,73.4,58,75.2,60,73.4,62,71.6,55,73.4,59,71.6,54,75.2,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
2019-07-12-13:51:11.328730,0,0,64,73.4,57,75.2,60,73.4,62,71.6,54,73.4,59,71.6,55,75.2,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
2019-07-12-13:52:25.219376,0,0,64,73.4,58,75.2,60,73.4,61,71.6,54,73.4,59,73.4,55,75.2,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
2019-07-12-13:53:29.008421,0,0,64,73.4,58,75.2,60,73.4,62,71.6,55,73.4,59,71.6,55,75.2,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
2019-07-12-13:54:42.909817,1,1,64,73.4,57,75.2,55,75.2,62,73.4,54,75.2,59,71.6,54,75.2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
2019-07-12-13:56:19.624784,1,1,59,78.8,57,75.2,55,75.2,61,73.4,53,75.2,157,51.8,51,80.6,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
2019-07-12-13:57:30.988482,1,1,56,80.6,58,75.2,48,80.6,60,73.4,51,75.2,59,73.4,41,87.8,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
2019-07-12-13:58:49.972184,1,1,56,80.6,57,77,46,82.4,59,75.2,51,75.2,59,73.4,41,87.8,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
2019-07-12-14:00:01.366936,1,1,53,82.4,57,77,46,82.4,58,75.2,50,77,59,73.4,36,93.2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
2019-07-12-14:01:15.287218,1,1,53,84.2,57,77,44,82.4,57,75.2,50,77,59,73.4,36,93.2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
2019-07-12-14:02:21.613814,1,1,53,84.2,56,77,43,84.2,54,75.2,153,53.6,59,73.4,34,95,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
2019-07-12-14:03:32.983069,1,1,51,86,55,77,43,84.2,57,75.2,49,78.8,60,73.4,33,98.6,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
2019-07-12-14:05:12.193349,1,1,49,86,56,78.8,42,86,56,77,49,78.8,60,73.4,33,98.6,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1
2019-07-12-14:06:21.037791,1,1,48,86,55,77,40,86,55,77,47,78.8,59,73.4,32,102.2,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1
2019-07-12-14:07:50.221028,1,1,48,86,55,77,40,86,54,77,47,78.8,59,73.4,32,102.2,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1
2019-07-12-14:08:59.047064,1,1,48,86,55,78.8,41,87.8,55,77,46,78.8,59,73.4,31,102.2,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
2019-07-12-14:10:30.691989,1,1,48,86,55,78.8,40,87.8,55,77,45,78.8,59,73.4,27,104,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
2019-07-12-14:11:57.244229,1,1,48,87.8,55,78.8,40,89.6,55,77,45,80.6,59,73.4,28,105.8,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
2019-07-12-14:13:21.294428,1,1,48,87.8,55,78.8,40,89.6,55,77,45,80.6,59,73.4,26,104,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
2019-07-12-14:14:37.731330,1,1,48,87.8,55,78.8,40,89.6,52,77,44,80.6,59,73.4,25,105.8,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0
2019-07-12-14:15:49.098251,1,1,47,89.6,55,78.8,37,89.6,52,77,44,80.6,59,73.4,25,104,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0
2019-07-12-14:17:10.579521,1,1,44,91.4,55,78.8,36,89.6,53,78.8,44,80.6,59,73.4,24,104,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0
2019-07-12-14:18:29.516581,1,1,42,93.2,55,78.8,36,89.6,52,77,44,80.6,59,73.4,24,104,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0
2019-07-12-14:19:48.493629,1,1,44,91.4,55,78.8,36,89.6,52,77,44,80.6,59,73.4,23,104,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
2019-07-12-14:21:02.430297,1,1,44,89.6,55,78.8,37,91.4,54,78.8,44,80.6,59,73.4,22,104,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
2019-07-12-14:22:11.283788,1,1,45,89.6,54,78.8,37,91.4,53,78.8,44,80.6,59,73.4,23,105.8,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
2019-07-12-14:23:22.653294,1,1,45,89.6,54,78.8,37,91.4,54,78.8,44,80.6,60,73.4,22,105.8,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
2019-07-12-14:24:56.821336,1,1,45,89.6,54,78.8,38,91.4,54,78.8,45,80.6,60,73.4,22,105.8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
2019-07-12-14:26:00.651903,1,1,46,89.6,54,78.8,37,91.4,54,78.8,45,80.6,60,73.4,22,105.8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
2019-07-12-14:27:12.032842,1,1,45,89.6,54,78.8,37,91.4,54,78.8,45,80.6,61,75.2,22,105.8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
2019-07-12-14:28:18.346328,1,1,45,89.6,53,78.8,37,91.4,54,78.8,45,80.6,61,73.4,21,105.8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
2019-07-12-14:29:39.837458,1,1,45,89.6,53,78.8,36,91.4,54,78.8,45,80.6,60,73.4,21,105.8,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1
2019-07-12-14:31:01.361735,1,1,45,89.6,53,78.8,36,93.2,54,78.8,45,82.4,60,75.2,21,105.8,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1
2019-07-12-14:32:27.943233,1,1,45,89.6,53,78.8,36,93.2,54,80.6,46,82.4,60,73.4,21,105.8,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1
